KEYCLI|CLIE_CODIGO|NOMBRE
240103870|900030405|EMPRESA NACIONAL DE ENERGIA ENEX S.A.
520029891|900030406|CASANOVA LTDA
190140780|900030418|ARTEL S.A.
780050966|900030432|ALIMENTOS MULIEXPORT S.A
690050772|900030434|CATTEL TELECOMUNICACIONES LTDA
710050772|900030435|CATTEL TELECOMUNICACIONES LTDA
001053476|900030438|ENTORNO LTDA
770176270|900030439|INGENIERIA MAQUINARIA CONSTRUC CION LTDA
780175380|900030440|TERMOPRO S.P.A.
770140520|900030441|VERDEJO Y VERDEJO LTDA.
240154430|900030443|PATRICIO HIDALGO S.A.
001052696|900030446|FIJACIONES MILAN FABJANOVIC LT DA
750021060|900034836|CENTRO DE ESTUDIOS CIENTIFICOS
001021647|900034860|SUBSECRETARIA DE SALUD PUBLICA
001021526|900034938|NYK SUDAMERICA CHILELIMITADA
540125540|900020886|PIAN PRODUCCIONES LTDA.
780155290|900020888|GRUPO BIOS S.A.
001132070|900020889|AGRICOLA Y LACTEOS LAS VEGAS S .A.
730106770|900020899|FIBRO CHILE S.A.
500054792|900020907|BATA CHILE S.A.
001148610|900020916|COMERCIAL FADE LTDA
001149610|900020917|IMP. Y COM. DE REPUESTOS LTDA
690048429|900020920|FABRICA DE ART DE CUEROS DEL M AULE LTDA
001591800|900020926|CARRIER CHILE S.A.
610158300|900020928|AGROFOODS CENTRAL VALLEY CHILE S.A
001144770|900020929|SOC. COMERCIAL VILAS MOTOR CIA . LTDA.
260148610|900020930|COMERCIAL FADE LTDA
690155320|900020932|COOPERCARAB LTDA. CONCEPCION
690560700|900020934|COMERCIAL MAVE S.A.
001144940|900020938|HIPODROMO ARICA S.A.
001110040|900020939|TERMINAL PUERTO ARICA S.A.
001147560|900020941|IMPORT EXPORT GROUPCLIMA LTDA
220147560|900020942|IMPORT EXPORT GROUPCLIMA LTDA
730155290|900020943|GRUPO BIOS S.A.
690053908|900020947|PROTEKNICA SA REGIONES
260147560|900020948|IMPORT EXPORT GROUPCLIMA LTDA
240147560|900020950|IMPORT EXPORT GROUPCLIMA LTDA
750155290|900020955|GRUPO BIOS S.A.
001145670|900020962|AUTOCOM E.I.R.L.
260027224|900020968|ENRIQUE DESMADRYL LUDWIG Y CIA LTDA
280160010|900020972|METAL PACIFICO LTDA
290157660|900020973|CONSTRUCTORA VISOL LTDA.
001153810|900020975|RHEIN CHILE S.P.A
600156790|900020981|BREDENMASTER CHILE S.A.
770156790|900020984|BREDENMASTER CHILE S.A.
610156810|900020985|ENERG POWER CHILE LIMITADA
620158330|900020990|ALFOMBRAS MULTICARPET LTDA.
780156790|900020991|BREDENMASTER CHILE S.A.
260158330|900020993|ALFOMBRAS MULTICARPET LTDA.
001052098|900020997|MINERA GOLD FIELDS SALARES NOR TE SPA
680154890|900020998|SALCOBRAND S.A.
650154890|900020999|SALCOBRAND S.A.
710026486|900021000|AUTOMOTRIZ CORDILLERA S.A.
660154890|900021001|SALCOBRAND S.A.
690154890|900021005|SALCOBRAND S.A.
710154890|900021006|SALCOBRAND S.A.
720154890|900021007|SALCOBRAND S.A.
730026486|900021008|AUTOMOTRIZ CORDILLERA S.A.
001155320|900021009|COOPERCARAB LTDA. CONCEPCION
770161540|900021011|EMPRESA CONSTRUCTORA CEMENTA S .A.
001160520|900021020|INVERSIONES KADAR LTDA.
820157520|900021028|GARMENDIA MACUS S.A
290157520|900021029|GARMENDIA MACUS S.A
680157520|900021031|GARMENDIA MACUS S.A
620157520|900021033|GARMENDIA MACUS S.A
650157520|900021034|GARMENDIA MACUS S.A
690157520|900021035|GARMENDIA MACUS S.A
240157520|900021036|GARMENDIA MACUS S.A
710157520|900021038|GARMENDIA MACUS S.A
230157520|900021039|GARMENDIA MACUS S.A
500157520|900021040|GARMENDIA MACUS S.A
530157520|900021042|GARMENDIA MACUS S.A
600157520|900021043|GARMENDIA MACUS S.A
730157520|900021045|GARMENDIA MACUS S.A
770157520|900021046|GARMENDIA MACUS S.A
780157520|900021047|GARMENDIA MACUS S.A
190157520|900021048|GARMENDIA MACUS S.A
260161070|900021056|COMERCIAL IMG LTDA.
260159020|900021058|CYMMA INGENIERIA Y CONSTRUCCION S.A.
780158300|900021059|AGROFOODS CENTRAL VALLEY CHILE S.A
280157570|900021060|RETORNO DOCUMENTAL CTAS NACION ALES
001160080|900021062|NEUMA SERVICIO LTDA.
690155440|900021066|INGENIERIA ELECTRICA VOLTA LTD A.COPIAPO
740733900|900021067|SOC. NALCAHUE LTDA.
690151460|900021068|COMERCIAL FIESTA TDA
690157570|900021069|RETORNO DOCUMENTAL CTAS NACION ALES
690418400|900021076|PROQUIMICA LTDA.
690156420|900021077|GERARDO MUNOZ OSORIO Y CIA LTD A.
720827700|900021078|NMC CHILE SPA
770156630|900021079|SOCIEDAD MOTOAVENTURA LTDA
780411200|900021081|FLORES Y KERSTING S.A
730157570|900021082|RETORNO DOCUMENTAL CTAS NACION ALES
750157570|900021083|RETORNO DOCUMENTAL CTAS NACION ALES
001052859|900021085|COMERCIALIZADORA BUBA WOLLE LI MITADA
680158390|900021086|FANADEGO SPA
001159310|900021088|EDITORIAL MICROBYTE LTDA
260530000|900021090|CESMEC S.A.
001156700|900021093|CURIMAPU PRODUCCION Y EXPACION
500158390|900021095|FANADEGO SPA
730158390|900021096|FANADEGO SPA
780158390|900021099|FANADEGO SPA
001158300|900021103|AGROFOODS CENTRAL VALLEY CHILE S.A
260055845|900021105|ARQUITECTO JAVIER CONTRERAS EI RL
001155370|900021117|ELECCON S.A
650159490|900021126|EMPRESAS CAROZZI S A
660159490|900021127|EMPRESAS CAROZZI S A
690159490|900021128|EMPRESAS CAROZZI S A
730159490|900021129|EMPRESAS CAROZZI S A
770159490|900021130|EMPRESAS CAROZZI S A
001160660|900021131|AKERON CAF SERVICIOS INDUSTRIA LES LTDA.
290147950|900021146|LABORATORIO SANDERSON S.A.
620147950|900021147|LABORATORIO SANDERSON S.A.
660160120|900021149|IANSAGRO S.A.
620828800|900021151|SCHARFSTEIN S.A.
001536500|900021152|IC-LOGISTICA S.A.
710140590|900021163|WILLIAMSON INDUSTRIAL SADOM
710155710|900021164|BANADOS Y CIA S.A.
730159330|900021166|UNIFIED FOODS INTERNATIONAL S.A.
690874600|900021169|HEMISFERIO SUR S A
720685200|900021170|PENTAFARMA S.A.
500048702|900025522|GARMENDIA MACUS S.A
290048702|900025523|GARMENDIA MACUS S.A
650048702|900025524|GARMENDIA MACUS S.A
260048702|900025525|GARMENDIA MACUS S.A
820154230|900025528|MEDITEC S.A.
001048802|900025529|SOLMAX CHILE SPA
001048964|900025540|CAMNET CHILE S.A
820171520|900025541|GUANTES INDUSTRIALES VERLAN LTDA
200112370|900025547|IMPORTADORA ALSACIA SPA
660049055|900025550|RUTH JANET AVILA LEAL
190048703|900025560|GARMENDIA MACUS S.A
520175530|900025561|REFRICENTRO S.A.
770175530|900025562|REFRICENTRO S.A.
690048935|900025563|CONSTRUCTORA BASALTO S.A
650047094|900025564|NELSON ALEJANDRO CORDERO MARTI NEZ
660047094|900025565|NELSON ALEJANDRO CORDERO MARTI NEZ
680047094|900025566|NELSON ALEJANDRO CORDERO MARTI NEZ
690047094|900025567|NELSON ALEJANDRO CORDERO MARTI NEZ
710047094|900025568|NELSON ALEJANDRO CORDERO MARTI NEZ
720047094|900025569|NELSON ALEJANDRO CORDERO MARTI NEZ
730047094|900025570|NELSON ALEJANDRO CORDERO MARTI NEZ
660146680|900025576|LUIS FRANCISCO ESPINOZA MAIBE
740358000|900025578|SEMILLAS GENERACION 2000 LTDA.
810154230|900025587|MEDITEC S.A.
200175530|900025589|REFRICENTRO S.A.
520048871|900025591|KRAFT FOODS CHILE S.A
220167020|900025592|SYLEX BIOMEDICA SPA
740047094|900025596|NELSON ALEJANDRO CORDERO MARTI NEZ
750047094|900025597|NELSON ALEJANDRO CORDERO MARTI NEZ
760047094|900025598|NELSON ALEJANDRO CORDERO MARTI NEZ
770047094|900025599|NELSON ALEJANDRO CORDERO MARTI NEZ
780047094|900025600|NELSON ALEJANDRO CORDERO MARTI NEZ
790047094|900025601|NELSON ALEJANDRO CORDERO MARTI NEZ
750103580|900025607|TRANSLOGIC S.A.
300049103|900025626|SOCIEDAD REPUESTOS ARBAEZ LTDA
800047094|900025627|NELSON ALEJANDRO CORDERO MARTI NEZ
810047094|900025628|NELSON ALEJANDRO CORDERO MARTI NEZ
820047094|900025629|NELSON ALEJANDRO CORDERO MARTI NEZ
520155710|900025632|BANADOS Y CIA S.A.
620429700|900025633|LINDE HIGH LIFT CHILE S.A.
780049034|900025637|RENATO GONZALO CHARLIN CAMPOS
610048871|900025642|KRAFT FOODS CHILE S.A
220048844|900025646|EXPORTADORA Y COM ROSALES S.A
500042608|900025651|CAMPOS Y UAUY LIMITADA
660049066|900025652|MACARENA PILAR GONZALEZ BUSTOS
001041735|900025655|VISIBILITY SA
190052102|900025662|INVERSIONES Y CONSTRUCCION GYM LTDA
001049067|900025672|SISTEMAS DE SEGURIDAD Y ALARMA S LTDA
300047237|900025673|ALISTER ING Y CONSTRUCCION LTD A
220910200|900025674|CIA CHILENA DE FOSFOROS S A .
520051957|900025678|KOMIPA INGINEER LIMITADA
290158370|900025691|ALGORTA NORTE S.A
760261000|900025697|ASOCIACION DE MEJORAMIENTO MUTUO
750153900|900025698|GENESYS MEMBRANE PRODUCTS LATI NOAMERICA
001049068|900025705|SERVIC. INTERNACIONALES BIKES ABOUT SA
001049071|900025707|KIDS SHOE SOURCING S.A
290049074|900025708|IMPORTADORA Y EXPORTADORA EL NUCLEO LTDA
680133640|900025718|PRINAL S.A.
260042608|900025719|CAMPOS Y UAUY LIMITADA
001048902|900025721|SOC DE TRANSPORTES JP LTDA
690167840|900025724|GE BETZ INTERNATIONAL INC CHIL E.LTDA
280019236|900025739|FIERRO Y CAUCHO LTDA.
001049096|900025747|MORGADO HERMANOS LTDA
220042608|900025750|CAMPOS Y UAUY LIMITADA
730042608|900025751|CAMPOS Y UAUY LIMITADA
710042608|900025752|CAMPOS Y UAUY LIMITADA
780042608|900025753|CAMPOS Y UAUY LIMITADA
600157840|900025772|SOC COMERCIALIZADOR PET MARKET
001048871|900025773|KRAFT FOODS CHILE S.A
260048802|900025791|SOLMAX CHILE SPA
001048216|900025804|INTCOMEX IQUIQUE S.A
500154430|900025805|PATRICIO HIDALGO S.A.
300144570|900025806|ARAGRO S.A.
001047953|900025808|COMERC. JORGE OCTAVIO SARAVIA REYES EIRL
290048677|900025809|EVELYN IVONNE VELIZ LOPEZ
720050772|900030456|CATTEL TELECOMUNICACIONES LTDA
200049171|900030460|ZOPONE CHILE INGENIERIA LTDA
540162310|900030469|PRE UNIC S A
001018627|900030470|PRODUCTOS B Y T LTDA.
300156001|900030472|TECNOIMAGEN DE CHILE S.A.
290050610|900030474|INVERSIONES DELCEP LTDA
001050633|900030475|IQU S.A.
001050658|900030482|SOCIEDAD HOTELERA DEL INCA SA
540140520|900030492|VERDEJO Y VERDEJO LTDA.
001050688|900030510|INVERSIONES SAN BENITO LTDA
001050690|900030511|ICE TEA DISEO Y PUBLICIDAD LTDA
680050717|900030513|LORENA MONTOYA CASTILLO
500049521|900030514|CONSTRUCTORA MOLCO S.A.
220048680|900030515|CALTEX ADMINISTRADORA LTDA
240050220|900030516|ANDINA MINERALS CHILE LTDA
200142960|900030517|FREUDENBERG PRODUCTOS DEL HOGA R LTDA
770156970|900030518|FARMACOLOGIA EN AQUACULTURA VE TERINARIA
001001098|900030520|QUIMICA ITALQUIM LTDA.
001030435|900030523|LATIN TELECOMUNICACIONES S.A.
001171650|900030535|SOCIEDAD TECNICA Y COMERCIAL VAPORISA LT
730171650|900030536|SOCIEDAD TECNICA Y COMERCIAL VAPORISA LT
690554500|900030537|MANNHEIM S.A.
770103490|900030543|RABIE S.A.
620048429|900030549|FABRICA DE ART DE CUEROS DEL M AULE LTDA
600105670|900030550|ABS CHILE LIMITADA
001050100|900030564|MANUEL SEGUNDO SANQUEA CISTERNA
730045664|900030568|MOLINO KOKE SACI
200050179|900030570|FELKOS S.A
780050743|900030576|LUIS ALBERTO GATICA NAVARRETE
300308200|900030580|LICORES MITJANS S.A.
620161240|900030584|COMERCIAL LBF LIMITADA
780050135|900030594|LUIS ADOLFO BARRIA WIEDERHOLD
770046484|900030597|LIBRERIA VIRTUAL Y DIST.EL ATI CO LTDA
730143880|900030611|MANUF DE CALZADOS MEDITERRANEO LTDA.
680828600|900030615|LUREYE ELECTROMECANICA SA
001050246|900030633|CONSORCIO KODAMA COMSA S.A
610050772|900030641|CATTEL TELECOMUNICACIONES LTDA
620050772|900030642|CATTEL TELECOMUNICACIONES LTDA
690050447|900030649|SOC DIST Y COM DE PROD Y SERV PARA LA CO
650050772|900030667|CATTEL TELECOMUNICACIONES LTDA
660050772|900030668|CATTEL TELECOMUNICACIONES LTDA
680050772|900030669|CATTEL TELECOMUNICACIONES LTDA
001018584|900030692|MANUFACTURAS DE VESTUARIO MAVESA LTDA
690051000|900030737|PRODUCTOS DE EMPAQUE LTDA
001021719|900035551|MITO PRODUCCIONES LTDA
290142780|900035552|GB INGENIERIA EN FIJACION S.A.
780159440|900021172|LUREYE ARRIENDOS LTDA.
660113020|900021173|CIA. CHILENA DE FOSFOROS S.A.
001876700|900021175|NESTOR BORJA CLAROS
001158720|900021181|SOCIEDAD DE INVERSIONES SANTA FE LTDA.
750140650|900021185|INPPA S.A.
001140650|900021186|INPPA S.A.
001161520|900021189|DAMARC LTDA.
001161540|900021190|EMPRESA CONSTRUCTORA CEMENTA S .A.
500161530|900021191|MARCELINO VICENTE CHAVEZ SILVA
001157840|900021192|SOC COMERCIALIZADOR PET MARKET
300158840|900021193|SALCOBRAND S.A.
500560700|900021195|COMERCIAL MAVE S.A.
240558400|900021198|FERRETERIA SANTIAGO SA
660156450|900021200|SODIMAC S.A.
001148860|900021201|EQUINTEC MAQUINARIAS LTDA
001161340|900021202|BANDA DISPLAY LTDA
260161690|900021206|SILVIO CUEVAS SUREZ
620847000|900021210|RENTAL AUTOS S.A.
001161620|900021213|COMERCIAL SOLOREPUESTOS LIMITA DA
690131610|900021214|TESA TAPE CHILE S.A.
730160160|900021215|IANSAGRO S.A.
780144130|900021220|CIRCUS PROMOCIONES LTDA.
610685200|900021221|PENTAFARMA S.A.
780582000|900021244|CARLOS BURGOS ULLOA
780530000|900021245|CESMEC S.A.
600828800|900021246|SCHARFSTEIN S.A.
820156390|900021255|ENLOZADOS CONDOR S.A.
770142110|900021257|COMERCIAL SATEX LIMITADA
260161760|900021260|CASTILLO CASTILLO RODRIGO WINS TON Y OTR
001148880|900021261|ROBERTO PEDRO ARRATE SALGADO
690147950|900021262|LABORATORIO SANDERSON S.A.
680131610|900021270|TESA TAPE CHILE S.A.
690529900|900021271|GILI SPA
230156220|900021272|AKERON CAF SERVICIOS INDUTRIAL ES LTDA
001161680|900021276|OVALLE Y COMPANIA LTDA
001161700|900021277|COMERVEST S.A.
820159310|900021279|EDITORIAL MICROBYTE LTDA
750159310|900021280|EDITORIAL MICROBYTE LTDA
660159310|900021281|EDITORIAL MICROBYTE LTDA
680685200|900021285|PENTAFARMA S.A.
690305000|900021286|ARTURO TRENTINI Y CIA LTDA
300411200|900021288|FLORES Y KERSTING S.A
001157860|900021289|COMERCIAL E INDUSTRIAL PELLY-C ARP LTDA
001161320|900021290|NUTRAPHAN S.A.
220160630|900021292|CONTRUCTORA Y COMERCIALIZADORA FRESNO S.
680160190|900021300|IANSAGRO S.A.
760160130|900021302|IANSAGRO S.A.
600147950|900021305|LABORATORIO SANDERSON S.A.
520147950|900021311|LABORATORIO SANDERSON S.A.
001051933|900021313|JORGE EDGARDO CAMPOS TOLEDO
520157720|900021319|SERVICIOS ALIMENTARIOS COOKCHI LL LTDA
001749700|900021320|COMERCIAL E INDUSTRIAL LIBESA LTDA
001161270|900021321|PLASTICOS POLYFLEX IND Y COM. S.A.
001052605|900021327|VELARDE HNOS S A
690621800|900021329|AUTOMOTRIZ C P M SPA
PROD QUIR|900021332|CASH DOMESTICO CL
220108620|900021335|NIBSA S.A.
280160700|900021337|DOMINGO TELLO ADONES
001157740|900021338|CRISTIAN MONTOYA MARDONEZ
730131610|900021339|TESA TAPE CHILE S.A.
001159490|900021342|EMPRESAS CAROZZI S A
620157870|900021346|COMERCIALIZADORA Y OTROS INDUS EG LTDA
780133780|900021359|SOC. COMERCIAL E IND. ROD. LTDA.
500156990|900021362|NEXXO S.A
001161750|900021363|KOMATSU CHILE S.A.
001161240|900021372|COMERCIAL LBF LIMITADA
290157780|900021380|DQS LTDA
750154300|900021386|ELECTROLUX CHILE SA
001157760|900021387|HINO CHILE S.A.
220431000|900021391|EXPORTADORA FRUTEXPORT LTDA
520261000|900021392|ASOCIACION DE MEJORAMIENTO MUTUO
001158580|900021393|QUINTA S.A
680248100|900021399|PPG INDUSTRIES CHILE S.A.
220828800|900021403|SCHARFSTEIN S.A.
001159460|900021416|WRIGLEY CHILE SPA
220153990|900021422|ALLNET SOLUTION S.A.
730305000|900021432|ARTURO TRENTINI Y CIA LTDA
610157100|900021433|ENRIQUE BARRIOS GARCIA
001159330|900021436|UNIFIED FOODS INTERNATIONAL S.A.
730151460|900021437|COMERCIAL FIESTA TDA
001161140|900021443|CONSTRUCCIONES Y MONTAJES INGE COM LTDA.
500153990|900021448|ALLNET SOLUTION S.A.
600153990|900021450|ALLNET SOLUTION S.A.
500159310|900021451|EDITORIAL MICROBYTE LTDA
001161050|900021452|TESECOM TELECOMUNICACIONES LTD A
001161160|900021458|ABB S.A
600243700|900025835|SOC. METALURGICA MANLAC S.A.
001048892|900025849|COMERCIAL E INDUSTRIAL KELLER LTDA
540048677|900025853|EVELYN IVONNE VELIZ LOPEZ
001168340|900025859|VIVIANA ROJAS CONTRERAS
690055711|900025876|IMP Y COMERCIALIZADORA WU Y CO RTES LTDA
001176450|900025880|AGRICOLA Y COMERCIAL NUTRIFERT CHILE LTD
680149580|900025881|SITE CHILE S.A.
760171510|900025884|IMPORTADORA DIVA LTDA
240048309|900025887|CONSTRUCTORA VALKO S.A
770158500|900025888|REVESTIMIENTOS FLOORCENTER LTDA
220253000|900025909|LABORATORIO DRAG PHARMA CHILE INVETEC S.
001015959|900025911|DEIRA COMPUTACION Y SERVICIOS SPA
290162910|900025936|EDITORIAL OCEANO DE CHILE S.A.
260143230|900025937|MORENO ASOCIADOS LTDA.
610162580|900025938|BASF CHILE S.A.
240621800|900025939|AUTOMOTRIZ C P M SPA
290107560|900025942|DPS CHILE COMERCIAL LIMITADA
260107560|900025943|DPS CHILE COMERCIAL LIMITADA
610049489|900025955|SERVICIOS ASTORMAQ LTDA
680144010|900025956|BIO INSUMOS NATIVA SPA
610155710|900025957|BANADOS Y CIA S.A.
780052899|900025960|CONGELADOS Y CONSERVAS FITZ RO Y S A
780151310|900025961|JAIME VERDUGO COLLARTE
770174710|900025964|FOTOGRAFICA FULL COLOR LTDA
540029628|900025968|MICROGEO S.A.
690107560|900025971|DPS CHILE COMERCIAL LIMITADA
290048047|900025976|COMERCIAL LA TRIGUENA LIMITADA
001049421|900025977|REYSAN S.A
730048529|900025981|TNT EXPRESS CHILE LTDA
680048529|900025982|TNT EXPRESS CHILE LTDA
500048529|900025983|TNT EXPRESS CHILE LTDA
520048529|900025984|TNT EXPRESS CHILE LTDA
260049365|900025988|SOC. BEOVIC MARIN Y CIA LTDA
230049365|900025989|SOC. BEOVIC MARIN Y CIA LTDA
710047962|900025990|COMERCIAL GEMAJO LIMITADA
690110650|900025991|COMERCIAL GIOVO LTDA
730049352|900025999|ENILDA TERESA FIGUEROA MELLADO
001049386|900026000|COMPANIA DE MINAS BUENAVENTURA CHILE LTD
001051520|900026001|TECNICABLES LTDA
530048529|900026010|TNT EXPRESS CHILE LTDA
540048529|900026011|TNT EXPRESS CHILE LTDA
600048529|900026012|TNT EXPRESS CHILE LTDA
610048529|900026013|TNT EXPRESS CHILE LTDA
620048529|900026014|TNT EXPRESS CHILE LTDA
650048529|900026015|TNT EXPRESS CHILE LTDA
660048529|900026016|TNT EXPRESS CHILE LTDA
820492200|900026028|LLACOLEN LTDA.
780049423|900026032|SALMONES HUMBOLDT S.A
290049488|900026035|NORBERTO ALEJANDRO DIAZ ROA IMP E.I.R.L
280130630|900026039|AUTOMOTORA INALCO S.A.
690048529|900026042|TNT EXPRESS CHILE LTDA
710048529|900026043|TNT EXPRESS CHILE LTDA
720048529|900026044|TNT EXPRESS CHILE LTDA
260017347|900026053|MIGUEL PRADENAS Y CIA. LTDA.
690049475|900026073|AKCURA LTDA
290049500|900026088|ERNESTO GANDOLFO E HIJOS S.A
520167020|900026091|SYLEX BIOMEDICA SPA
260051328|900026092|MAS GARANTIA S.A
690568200|900026093|H E PARTS INTERNATIONAL CHILE SPA
690049174|900026096|COM HELGA BUTIKOFER Y CIA LTDA
500129020|900030743|INMED DROGUERIA LIMITADA
600045401|900030746|COM DE PROD DE ILUMINACION ILU MINA LTDA
730050772|900030751|CATTEL TELECOMUNICACIONES LTDA
740050772|900030752|CATTEL TELECOMUNICACIONES LTDA
240015847|900030781|DERCO S.A.
240048115|900030782|STUEDEMANN S A
500162890|900030794|NAGAL S.A.
810760000|900030795|MEDIPLEX S. A.
680141440|900030796|AUTOMOTORA BILBAO S.A.
730050648|900030798|PROD. EVENTOS IVAN NAVARRETE E .I.R.L.
780050368|900030810|CRYOGENETICS CHILE SERVICIOS LTDA
520049521|900030811|CONSTRUCTORA MOLCO S.A.
730050599|900030816|INDUSTRIAL GLOVER S.P.A
780142820|900030829|IMP. Y MANUF. VON DER HEYDE S A C I
001050366|900030846|COMERCIALIZADORA DE PAPELES Y EQUIPOS LT
820248100|900030861|PPG INDUSTRIES CHILE S.A.
750150750|900030862|SOC. ESCOBILLERA LA ESTRELLA LTDA.
820760000|900030864|MEDIPLEX S. A.
820048115|900030883|STUEDEMANN S A
001050483|900030894|PROCESADORA DE RESIDUOS INDUST LTDA
001050485|900030895|EDGE SPA
260140590|900030898|WILLIAMSON INDUSTRIAL SADOM
240153790|900030899|BARRON VIEYRA INTERNATIONAL
690050709|900030915|COMERCIAL E INDUSTRIAL SANTA TERESA LTDA
690050741|900030916|COM MAMELL PROD FOREST Y DE CO NSTRUCCI
001040923|900030925|INGENIERIA PROCATELL S.A.
260175380|900030927|TERMOPRO S.P.A.
290050510|900030929|COMERCIALIZADORA E IND CENTRAL LTDA
280695200|900030933|COMPLEMENTOS SANITARIOS CHILE LTDA
530015847|900030951|DERCO S.A.
001050351|900030955|AUSTRALIS AGUA DULCE S.A.
730050351|900030956|AUSTRALIS AGUA DULCE S.A.
710050351|900030957|AUSTRALIS AGUA DULCE S.A.
760050351|900030958|AUSTRALIS AGUA DULCE S.A.
500050509|900030961|IMPORTADORA SAMARAMA LTDA
780650900|900030962|BERMAD FLUID SOLUTIONS S.A.
260154640|900030963|IMPORT, EXPORT. Y COMERCIALIZA DORA JOMA
600050473|900030969|DECCO CHILE SPA
810015847|900030970|DERCO S.A.
770174940|900030973|COMERCIAL MAQUINET LTDA
770140750|900030974|GRANOTEC CHILE S.A.
620255000|900030975|DIST DE PROD DE LAB DIPROLAB L TDA.
730153920|900030976|NIPRO MEDICAL CORPORATION AG. CHILE
260014941|900030980|KOLFF SPA
240155050|900030981|IMPORTADORA COSTABAL Y ECHENIQ UE S.A.
710175530|900030982|REFRICENTRO S.A.
500052668|900030984|ALARCON Y OVALLE S.A.
680155040|900030989|DIST Y COM SUPLY EQUIPOS CHILE LTDA
500167000|900030990|COMERCIALIZADORA PROASIN LTDA
260130630|900030992|AUTOMOTORA INALCO S.A.
260050474|900030999|SOC.DE ING. Y SERV.HIDRAULICOS HIDROSYST
001050474|900031000|SOC.DE ING. Y SERV.HIDRAULICOS HIDROSYST
600050474|900031001|SOC.DE ING. Y SERV.HIDRAULICOS HIDROSYST
690050474|900031002|SOC.DE ING. Y SERV.HIDRAULICOS HIDROSYST
300119350|900031003|COMERCIAL E INDUSTRIAL ISESA S A
500017499|900031004|BERTLING LOGISTICS CHILE S.A.
710169220|900031006|MANEJO INTEG DE PLAGAS Y SERV AGRIC LTDA
260108550|900031007|COMERCIAL TECNOLOGICA LTDA.
001038263|900031014|TNT MERCURIO CARGAS E ENCOMEND AS EXPRE
300102010|900031019|GASCO GLP S.A.
500102010|900031020|GASCO GLP S.A.
600169180|900031021|COMERCIAL KENDALL CHILE LTDA
290050176|900031022|SOCIEDAD COMERCIAL EL SALITRE LTDA
790143700|900031026|PRODUCTOS TORRE S.A.
530021514|900031030|PESQUERA PACIFIC FARMER LTDA
750152810|900031031|MC GARCIA IMPORTACIONES Y EXP LTDA
001052913|900035959|SOLUCIONES TECNICAS AVILA  PE RIC LTDA.
220131610|900021472|TESA TAPE CHILE S.A.
300248100|900021473|PPG INDUSTRIES CHILE S.A.
730411200|900021480|FLORES Y KERSTING S.A
001161150|900021487|SOUDAL S.A.
690159330|900021488|UNIFIED FOODS INTERNATIONAL S.A.
780159330|900021489|UNIFIED FOODS INTERNATIONAL S.A.
690582200|900021494|SAN VICENTE TERMINAL INTERNACIONAL S.A.
001727100|900021496|COOPERCARAB LTDA. IQUIQUE
600241800|900021497|CONSTRUCTORA PACAL S.A.
190157330|900021498|CEPAS CHILE SA
690156390|900021503|ENLOZADOS CONDOR S.A.
720153990|900021505|ALLNET SOLUTION S.A.
810156390|900021510|ENLOZADOS CONDOR S.A.
290411200|900021511|FLORES Y KERSTING S.A
260148350|900021513|BODEGAS SAN FRANCISCO LIMITADA
730148350|900021514|BODEGAS SAN FRANCISCO LIMITADA
680148350|900021515|BODEGAS SAN FRANCISCO LIMITADA
780148350|900021516|BODEGAS SAN FRANCISCO LIMITADA
500537700|900021524|AGROINDUSTRIAL LAS TRES ERRE L TDA.
720153770|900021525|COMERCIAL NAZAL S.A.
001161230|900021532|GENERAL ELECTRIC DE CHILE S.A.
001157810|900021534|LARRAIN SIERRA Y COMPANIA LIMITADA
600373800|900021544|IMPORTADORA BLOBEL SPA
810151220|900021548|ADIHER AHUMADA ARIAS
690130100|900021561|ARTES GRAFICAS S.A
690141660|900021562|FORBO SIEGLING CHILE S A
690730800|900021563|MANUFACTURAS DE CUERO MATT BAGS LTDA.
690156440|900021564|PLASTYVERG S.A.
290158670|900021567|RAUL ALBERTO CURUTCHET GALVEZ
001160740|900021568|TEK CHILE S.A.
290161740|900021579|OSVALDO CARPINELLO SEG Y TELEC OM E.I.R.
780175790|900021580|CONSTRUCTORA QUALITY LIMITADA
520054792|900021581|BATA CHILE S.A.
001161730|900021582|INGENIERIA DE PROTECCION SPA
001156970|900021587|FARMACOLOGIA EN AQUACULTURA VE TERINARI
650156870|900021588|DANILO RANOS SANTANDER
710870700|900021589|PROTECCION DE MADERA LIMITADA
620159490|900021590|EMPRESAS CAROZZI S A
190147950|900021603|LABORATORIO SANDERSON S.A.
200157100|900021605|ENRIQUE BARRIOS GARCIA
690411200|900021608|FLORES Y KERSTING S.A
690261000|900021610|ASOCIACION DE MEJORAMIENTO MUTUO
600107900|900021611|INTERCARRY LOGISTICA LIMITADA
001047353|900021619|IMPORTADORA Y COSMETICA BHA LT DA
500047547|900021622|SERVICIOS INFORMATICOS TELRED LTDA
600168410|900021624|COMERCIALIZADORA TITAN LIMITAD A
240035465|900021625|DESARROLLOS CONSTRUCTIVOS AXIS SA
500143550|900021628|COMERCIAL A Y B S.A.
260248300|900021631|LUREYE GENERACION S.A.
260035465|900021646|DESARROLLOS CONSTRUCTIVOS AXIS SA
780035465|900021647|DESARROLLOS CONSTRUCTIVOS AXIS SA
500035465|900021668|DESARROLLOS CONSTRUCTIVOS AXIS SA
520035465|900021669|DESARROLLOS CONSTRUCTIVOS AXIS SA
